sasdate,CPI_raw,CPI_t
2020-01-01,259.127,0.1919820118897242
2020-02-01,259.25,0.047455810079632954
2020-03-01,258.076,-0.4538731922905548
2020-04-01,256.032,-0.7951678519018124
2020-05-01,255.802,-0.08987289452484504
2020-06-01,257.042,0.4835787945001613
2020-07-01,258.352,0.5083500471799063
2020-08-01,259.316,0.3724399090982544
2020-09-01,259.997,0.2622697257172568
2020-10-01,260.319,0.12377095499918056
2020-11-01,260.911,0.22715509642852183
2020-12-01,262.045,0.4336891736264725
2021-01-01,262.639,0.2264220954979912
2021-02-01,263.573,0.3549903768219842
2021-03-01,264.847,0.4821931298899962
2021-04-01,266.625,0.6690876031452575
2021-05-01,268.404,0.6650131324619224
2021-06-01,270.71,0.8554829085201554
2021-07-01,271.965,0.4625244344546253
2021-08-01,272.752,0.28895758626878987
2021-09-01,273.942,0.4353447740258254
2021-10-01,276.528,0.9395676509309503
2021-11-01,278.824,0.8268676737057667
2021-12-01,280.806,0.7083281049546919
2022-01-01,282.542,0.6163172657454474
2022-02-01,284.525,0.699391106575753
2022-03-01,287.467,1.0286947872727659
2022-04-01,288.582,0.3871203291625491
2022-05-01,291.299,0.937095674013122
2022-06-01,295.072,1.2869163284292995
2022-07-01,294.94,-0.044744853393652306
2022-08-01,295.162,0.07524123303204178
2022-09-01,296.421,0.42563829614890025
2022-10-01,297.979,0.5242273109029583
2022-11-01,298.708,0.24434933649217783
2022-12-01,298.808,0.03347190734093175
2023-01-01,300.456,0.5500093963505925
2023-02-01,301.476,0.33890903833135866
2023-03-01,301.643,0.05537879067576412
2023-04-01,302.858,0.40198498798771354
2023-05-01,303.316,0.15111175575093228
2023-06-01,304.099,0.2578139933007151
2023-07-01,304.615,0.16953778739940972
2023-08-01,306.138,0.4987296523514928
2023-09-01,307.374,0.4029266492597827
2023-10-01,307.653,0.09072773037228643
2023-11-01,308.087,0.14096861398344984
2023-12-01,308.735,0.2101093146444022
2024-01-01,309.794,0.3424256695411465
2024-02-01,311.022,0.3956088765693977
2024-03-01,312.107,0.34824285068122407
2024-04-01,313.016,0.2908229710563148
2024-05-01,313.14,0.039606743885212126
2024-06-01,313.131,-0.0028741551183486536
2024-07-01,313.566,0.13882308990167402
2024-08-01,314.131,0.1800232126613288
2024-09-01,314.851,0.2289414687495217
2024-10-01,315.564,0.22620029790365592
2024-11-01,316.449,0.28005771350851916
2024-12-01,317.603,0.3640084012757505
2025-01-01,319.086,0.46584837556142844
2025-02-01,319.775,0.21569645576446916
2025-03-01,319.615,-0.05004770276029191
2025-04-01,320.321,0.2206471542250732
2025-05-01,320.58,0.0808237197630568
2025-06-01,321.5,0.2865688479938733
